country,year,violence_index
Tunisia,2021,0.5352443619873468
Tunisia,2022,0.40470908380977266
Tunisia,2023,0.5787022792025519
Tunisia,2024,0.3609498597660308
Turkey,2021,0.7138909065153598
Turkey,2022,0.7601711732324851
Turkey,2023,0.8019939195655394
Turkey,2024,0.666543804980617
Turkmenistan,2021,0.0
Turkmenistan,2022,0.04347877238292477
Turkmenistan,2023,0.23045627157862766
Turks and Caicos Islands,2021,0.0
Turks and Caicos Islands,2022,0.0
Turks and Caicos Islands,2023,0.0
Tuvalu,2024,0.0
Uganda,2021,0.8454053952134283
Uganda,2022,0.7144270570650764
Uganda,2023,0.714453664020066
Uganda,2024,0.5358422612800788
Ukraine,2021,0.6680812452957469
Ukraine,2022,1.6318785470932453
Ukraine,2023,1.4084496947901088
Ukraine,2024,0.818893844873367
United Arab Emirates,2021,0.14348192301814577
United Arab Emirates,2022,0.40446252659357584
United Arab Emirates,2023,0.08695701698225478
United Kingdom,2021,0.49197478083321744
United Kingdom,2022,0.5355429283939823
United Kingdom,2023,0.36136633434472765
United Kingdom,2024,0.21752459288753
United States,2021,0.6260513062422024
United States,2022,0.7153446623899975
United States,2023,0.6279045722801923
United States,2024,0.49282876518816876
Uruguay,2021,0.1304945485244748
Uruguay,2022,0.3175551786316002
Uruguay,2023,0.274094812737223
Uruguay,2024,1.3760174235803954e-05
Uzbekistan,2021,0.404497049612234
Uzbekistan,2022,0.44842069328932066
Uzbekistan,2023,0.27402550060896536
Uzbekistan,2024,0.04348248631897079
Vanuatu,2021,9.889367024751219e-07
Vanuatu,2022,0.18697183046633498
Vanuatu,2023,0.1304353150001515
Vatican City,2022,1.5655717803944978e-06
Vatican City,2023,3.1223356139089596e-06
Vatican City,2024,3.1223356139089596e-06
Venezuela,2021,0.6838356122736764
Venezuela,2022,0.8559358670756959
Venezuela,2023,0.6786891222352293
Venezuela,2024,0.4944018769531876
Vietnam,2021,0.14350131163354807
Vietnam,2022,0.04348854414754766
Vietnam,2023,0.2740726208614981
Vietnam,2024,1.5161086342580007e-07
"Virgin Islands, U.S.",2021,1.5450606818729328e-07
Wallis and Futuna,2021,0.04347833904009377
Wallis and Futuna,2022,0.043478260869565216
Wallis and Futuna,2023,1.7787159393849916e-07
Yemen,2021,1.1918352387852815
Yemen,2022,1.2076937129214074
Yemen,2023,1.062604622807308
Yemen,2024,0.9376557424023869
Zambia,2021,0.4916394933590783
Zambia,2022,0.4045923868757265
Zambia,2023,0.40463612338543464
Zambia,2024,0.14360479632945963
Zimbabwe,2021,0.5786280898279241
Zimbabwe,2022,0.6223813209898368
Zimbabwe,2023,0.5789920892365
Zimbabwe,2024,0.4479896985833177
eSwatini,2021,0.4485081742106827
eSwatini,2022,0.4918587759984284
eSwatini,2023,0.4483160896198778
eSwatini,2024,0.23046760837034214
